symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE,SUNPHARMA.NS,1873.8,63.3,27.1,3.823,0.68,-2.23,624.44,1.48,7,True,111011110
STOVEKRAFT,Stove Kraft Limited,NSE,STOVEKRAFT.NS,761.85,74.4,58.0,3.755,1.1,-6.4,14.48,3.73,7,False,110011111
STYL,Seshaasai Technologies Limited,NSE,STYL.NS,321.0,72.0,44.4,2.618,1.42,-26.62,6.17,3.93,6,False,110011101
SUPRAJIT,Suprajit Engineering Limited,NSE,SUPRAJIT.NS,465.35,53.6,25.7,-1.716,0.69,-10.1,10.16,2.88,6,True,001011111
SUBROS,Subros Limited,NSE,SUBROS.NS,835.1,62.3,26.1,6.804,0.62,-31.19,25.44,3.6,8,True,111011111
SUMEETINDS,Sumeet Industries Limited,NSE,SUMEETINDS.NS,30.71,71.7,27.5,0.629,4.68,-24.17,5.07,4.21,8,True,111111011
SYRMA,Syrma SGS Technology Limited,NSE,SYRMA.NS,1380.7,63.4,55.9,-3.992,1.45,-9.03,172.11,3.84,6,False,100011111
TALBROAUTO,Talbros Automotive Components Limited,NSE,TALBROAUTO.NS,424.35,79.8,54.6,4.795,1.67,-2.38,15.09,4.31,6,False,010111110
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE,SWSOLAR.NS,246.39,71.9,31.3,1.558,3.52,-27.74,56.88,3.92,8,True,110111111
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE,TAJGVK.NS,340.0,55.2,20.8,0.308,0.88,-33.68,3.9,3.05,6,True,111010101
STYRENIX,Styrenix Performance Materials Limited,NSE,STYRENIX.NS,2335.0,58.2,18.1,6.374,0.65,-28.18,5.6,2.9,7,True,111010111
SWANDEF,Swan Defence and Heavy Industries Limited,NSE,SWANDEF.NS,2345.0,77.8,22.5,23.971,1.55,-5.79,3.58,3.9,8,False,011111111
SWARAJENG,Swaraj Engines Limited,NSE,SWARAJENG.NS,4083.4,72.4,24.7,23.189,2.81,-13.49,5.45,1.78,9,True,111111111
TANLA,Tanla Platforms Limited,NSE,TANLA.NS,532.75,56.1,26.0,0.737,0.73,-30.45,54.74,3.14,7,True,111010111
SURYODAY,Suryoday Small Finance Bank Limited,NSE,SURYODAY.NS,182.8,68.5,36.3,0.352,1.19,-4.18,10.45,3.58,7,False,110011111
SUYOG,Suyog Telematics Limited,NSE,SUYOG.NS,860.7,67.8,20.6,9.51,2.77,-7.37,2.65,4.69,9,True,111111111
STERTOOLS,Sterling Tools Limited,NSE,STERTOOLS.NS,252.9,56.4,29.7,1.512,0.92,-34.14,4.89,5.49,7,True,111011101
SUVEN,Suven Life Sciences Limited,NSE,SUVEN.NS,292.5,64.8,25.7,0.868,1.56,-2.5,49.35,5.54,7,False,111101110
SMSPHARMA,SMS Pharmaceuticals Limited,NSE,SMSPHARMA.NS,422.0,69.5,24.0,5.626,17.85,-5.76,17.52,3.97,9,False,111111111
SOBHA,Sobha Limited,NSE,SOBHA.NS,1431.5,58.6,21.2,3.321,2.37,-17.37,20.77,2.78,8,True,111110111
SONACOMS,Sona BLW Precision Forgings Limited,NSE,SONACOMS.NS,655.2,74.1,23.8,2.656,1.87,-0.06,125.61,2.43,8,False,111111110
SMLMAH,SML Mahindra Limited,NSE,SMLMAH.NS,3974.4,51.5,16.4,-4.507,1.67,-25.68,23.57,3.49,6,True,000111111
SOLARINDS,Solar Industries India Limited,NSE,SOLARINDS.NS,18401.0,57.1,21.4,22.909,2.53,-3.01,297.0,3.13,8,True,111101111
SMARTWORKS,Smartworks Coworking Spaces Limited,NSE,SMARTWORKS.NS,481.55,58.4,37.2,1.368,1.91,-22.21,4.3,3.92,8,True,110111111
SOMANYCERA,Somany Ceramics Limited,NSE,SOMANYCERA.NS,535.5,62.2,31.7,0.502,2.32,-12.18,10.74,3.8,8,True,110111111
SINDHUTRAD,Sindhu Trade Links Limited,NSE,SINDHUTRAD.NS,25.8,56.6,18.1,-0.008,3.28,-34.33,7.83,3.91,7,True,101110111
SIYSIL,Siyaram Silk Mills Limited,NSE,SIYSIL.NS,632.15,55.8,23.3,-0.843,2.26,-25.52,6.73,3.47,8,True,101111111
SJS,S.J.S. Enterprises Limited,NSE,SJS.NS,2190.9,60.1,43.1,-5.089,0.98,-4.19,24.28,3.28,6,False,100011111
SKIPPER,Skipper Limited,NSE,SKIPPER.NS,565.25,63.7,26.5,-2.158,1.57,-3.87,50.38,3.74,7,False,101110111
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,SKMEGGPROD.NS,317.6,77.8,64.9,5.498,3.24,-2.1,26.54,5.24,6,False,010111110
SKFINDUS,SKF India (Industrial) Limited,NSE,SKFINDUS.NS,2820.0,71.0,52.9,20.428,3.22,-5.62,9.16,3.95,7,False,110111101
STAR,Strides Pharma Science Limited,NSE,STAR.NS,1110.5,55.4,21.3,2.119,0.84,-9.79,31.82,3.39,6,True,111000111
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,SKYGOLD.NS,560.7,65.6,22.2,1.536,0.93,-4.97,76.28,4.26,8,False,111011111
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE,STARHEALTH.NS,589.9,74.5,50.9,2.514,1.36,-2.62,44.01,2.81,6,False,110011110
STEELCAS,Steelcast Limited,NSE,STEELCAS.NS,300.0,55.9,32.6,0.618,3.03,-12.79,6.8,5.23,8,True,110111111
SSWL,Steel Strips Wheels Limited,NSE,SSWL.NS,244.58,66.9,29.9,0.786,4.94,-6.36,12.12,3.54,9,True,111111111
SRM,SRM Contractors Limited,NSE,SRM.NS,518.0,56.8,22.0,1.684,2.41,-20.3,9.98,3.92,9,True,111111111
SPANDANA,Spandana Sphoorty Financial Limited,NSE,SPANDANA.NS,284.55,68.2,23.1,3.217,0.76,-6.96,12.22,3.91,8,True,111011111
SPLPETRO,Supreme Petrochem Limited,NSE,SPLPETRO.NS,717.0,49.8,19.5,-0.013,0.63,-26.76,7.42,3.43,6,True,001011111
SPECTRUM,Spectrum Electrical Industries Limited,NSE,SPECTRUM.NS,1905.0,70.8,43.4,11.123,1.44,-3.3,4.13,5.24,7,False,110011111
CARTRADE,Cartrade Tech Limited,NSE,CARTRADE.NS,2767.1,73.4,58.8,8.148,1.37,-15.91,245.6,4.23,7,False,110011111
CEIGALL,Ceigall India Limited,NSE,CEIGALL.NS,386.9,61.6,43.5,0.368,1.3,-4.63,27.21,3.71,7,False,110011111
CAPLIPOINT,Caplin Point Laboratories Limited,NSE,CAPLIPOINT.NS,2528.0,66.7,64.4,-2.26,1.9,-5.5,44.26,3.43,7,False,100111111
CEATLTD,CEAT Limited,NSE,CEATLTD.NS,3815.9,71.8,15.9,34.122,1.96,-14.02,66.49,2.67,8,True,110111111
CDSL,Central Depository Services (India) Limited,NSE,CDSL.NS,1342.4,62.2,25.5,1.962,1.2,-26.0,239.17,2.29,6,True,111010101
SRF,SRF Limited,NSE,SRF.NS,2780.0,58.1,9.0,0.607,1.86,-16.39,143.12,2.35,7,True,110111101
CCAVENUE,AvenuesAI Limited,NSE,CCAVENUE.NS,17.67,81.9,39.5,0.311,6.51,-13.8,23.39,3.81,7,True,010111111
CCL,CCL Products (India) Limited,NSE,CCL.NS,1174.3,60.1,39.3,3.021,0.7,-5.01,50.11,3.18,7,True,110011111
CENTENKA,Century Enka Limited,NSE,CENTENKA.NS,532.7,61.4,45.6,-0.426,0.52,-7.77,3.97,3.5,6,True,100011111
CANFINHOME,Can Fin Homes Limited,NSE,CANFINHOME.NS,886.05,57.6,24.3,0.475,7.7,-8.8,18.81,2.67,8,True,111101111
CAPACITE,Capacit'e Infraprojects Limited,NSE,CAPACITE.NS,257.8,58.4,27.1,2.259,2.5,-23.87,9.77,4.61,9,True,111111111
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,NSE,CHOLAHLDNG.NS,1683.0,66.1,21.2,17.123,0.67,-24.58,36.18,2.92,7,True,111011101
CHOICEIN,Choice International Limited,NSE,CHOICEIN.NS,778.6,75.2,26.4,7.38,3.13,-9.52,49.7,2.36,8,True,011111111
CIPLA,Cipla Limited,NSE,CIPLA.NS,1456.7,66.7,28.1,5.877,2.25,-12.93,257.28,1.88,9,True,111111111
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,NSE,CHOLAFIN.NS,1788.8,68.4,33.8,11.72,2.55,-2.33,286.7,2.39,7,True,110111110
CANTABIL,Cantabil Retail India Limited,NSE,CANTABIL.NS,246.08,68.0,29.0,2.601,3.21,-23.46,4.18,3.16,8,True,111111101
CLSEL,Chaman Lal Setia Exports Limited,NSE,CLSEL.NS,293.0,55.0,27.1,-0.558,0.33,-22.15,13.35,4.01,6,True,101010111
CENTRALBK,Central Bank of India,NSE,CENTRALBK.NS,32.71,52.1,25.4,0.155,3.64,-20.06,47.09,2.68,6,True,011111001
SPAL,S. P. Apparels Limited,NSE,SPAL.NS,1110.2,67.7,45.6,16.761,4.35,-6.31,28.07,6.05,8,False,110111111
CENTUM,Centum Electronics Limited,NSE,CENTUM.NS,3656.4,58.0,32.4,-6.047,1.36,-6.63,22.73,4.6,6,False,100011111
CERA,Cera Sanitaryware Limited,NSE,CERA.NS,6498.5,65.9,41.8,9.017,0.66,-8.47,15.24,3.08,7,True,110011111
CGCL,Capri Global Capital Limited,NSE,CGCL.NS,226.3,71.7,53.3,0.407,5.37,-2.19,70.61,2.74,7,False,110111110
CHALET,Chalet Hotels Limited,NSE,CHALET.NS,829.55,63.3,23.6,4.418,1.35,-23.33,11.9,2.66,7,True,111010111
CGPOWER,CG Power and Industrial Solutions Limited,NSE,CGPOWER.NS,962.1,59.6,20.4,-1.493,3.15,-1.92,349.71,2.58,7,False,101111110
CENTRUM,Centrum Capital Limited,NSE,CENTRUM.NS,25.54,65.4,26.0,0.408,18.71,-39.05,2.07,4.8,6,True,111111000
CMPDI,Central Mine Planning & Design Institute Limited,NSE,CMPDI.NS,264.24,63.1,29.8,0.141,1.67,-3.46,139.12,4.72,8,False,111111101
BHEL,Bharat Heavy Electricals Limited,NSE,BHEL.NS,400.25,51.1,25.1,0.07,2.87,-5.8,619.43,3.16,7,False,011101111
BIOCON,Biocon Limited,NSE,BIOCON.NS,418.25,54.2,22.6,-0.78,1.6,-5.03,163.58,2.23,6,True,001110111
BETA,Beta Drugs Limited,NSE,BETA.NS,2153.5,73.7,45.5,10.33,1.32,-4.29,5.27,5.14,7,False,110011111
BHARATSE,Bharat Seats Limited,NSE,BHARATSE.NS,240.0,80.7,19.5,4.947,18.39,-2.04,16.24,4.4,7,False,011111110
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,NSE,BHAGCHEM.NS,285.95,60.9,41.5,1.48,1.1,-12.02,5.31,4.59,7,True,110011111
BHAGYANGR,Bhagyanagar India Limited,NSE,BHAGYANGR.NS,389.8,59.1,40.0,2.375,1.03,-9.83,7.17,5.25,7,False,110011111
BOROLTD,Borosil Limited,NSE,BOROLTD.NS,244.45,64.2,18.9,2.206,2.3,-38.57,2.28,3.33,6,True,111111000
BORORENEW,BOROSIL RENEWABLES LIMITED,NSE,BORORENEW.NS,620.45,69.6,42.1,1.845,0.51,-13.95,48.44,3.24,7,True,110011111
BOROSCI,Borosil Scientific Limited,NSE,BOROSCI.NS,167.36,69.6,58.7,0.548,20.57,-12.28,4.81,3.99,8,False,110111111
BOSCHLTD,Bosch Limited,NSE,BOSCHLTD.NS,40995.0,70.3,33.1,72.699,4.29,-2.26,154.51,2.4,6,True,110110110
BHARATFORG,Bharat Forge Limited,NSE,BHARATFORG.NS,2131.4,63.7,29.1,4.182,5.54,-4.76,270.62,2.88,9,False,111111111
BRITANNIA,Britannia Industries Limited,NSE,BRITANNIA.NS,5378.0,59.3,19.7,25.926,1.13,-15.12,226.6,1.78,6,True,111011001
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,NSE,BLUESTONE.NS,574.0,70.9,27.5,4.514,1.12,-27.62,30.93,3.79,8,True,111011111
DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE,DIVGIITTS.NS,973.0,73.6,34.5,11.812,26.22,-8.64,22.11,4.48,8,False,110111111
BLUEJET,Blue Jet Healthcare Limited,NSE,BLUEJET.NS,572.0,73.8,40.8,3.565,1.55,-44.35,37.0,3.77,7,True,110111110
BLUSPRING,Bluspring Enterprises Limited,NSE,BLUSPRING.NS,112.71,68.6,54.1,0.056,1.54,-5.68,9.18,6.61,8,False,110111111
DHANBANK,Dhanlaxmi Bank Limited,NSE,DHANBANK.NS,33.24,53.3,18.7,-0.206,2.06,-5.49,8.54,4.73,6,True,001110111
BLSE,BLS E-Services Limited,NSE,BLSE.NS,254.97,79.2,50.1,1.577,10.11,-1.82,8.0,3.27,6,False,010111110
DIFFNKG,Diffusion Engineers Limited,NSE,DIFFNKG.NS,422.1,78.8,47.5,4.178,4.21,-3.23,6.03,4.12,7,False,010111111
DIAMONDYD,Prataap Snacks Limited,NSE,DIAMONDYD.NS,1175.2,62.2,32.9,-0.598,1.65,-3.94,8.17,3.53,7,True,100111111
DIACABS,Diamond Power Infrastructure Limited,NSE,DIACABS.NS,209.19,58.5,48.6,-0.655,0.97,-4.48,114.59,4.39,6,False,100011111
BLISSGVS,Bliss GVS Pharma Limited,NSE,BLISSGVS.NS,526.95,73.1,58.1,1.186,1.24,-4.71,83.63,4.25,7,False,110011111
DELHIVERY,Delhivery Limited,NSE,DELHIVERY.NS,507.55,70.7,25.8,5.108,5.1,-1.14,166.12,2.89,8,True,111111110
DENTA,Denta Water and Infra Solutions Limited,NSE,DENTA.NS,329.4,68.1,34.9,5.755,1.7,-31.32,13.98,4.86,8,True,110111111
DYCL,Dynamic Cables Limited,NSE,DYCL.NS,365.75,59.9,27.8,3.03,4.86,-30.56,19.18,4.5,9,True,111111111
DIVISLAB,Divi's Laboratories Limited,NSE,DIVISLAB.NS,6679.5,51.2,18.6,-15.466,1.71,-5.54,225.31,1.91,6,True,001110111
DRREDDY,Dr. Reddy's Laboratories Limited,NSE,DRREDDY.NS,1349.9,62.0,27.0,7.401,4.15,-4.59,280.08,2.08,9,True,111111111
DODLA,Dodla Dairy Limited,NSE,DODLA.NS,1133.5,59.0,10.9,2.402,0.55,-25.67,2.74,2.75,6,True,110011101
DJML,DJ Mediaprint & Logistics Limited,NSE,DJML.NS,116.22,60.3,16.5,-0.484,1.93,-8.46,3.17,4.5,6,False,100110111
EBGNG,GNG Electronics Limited,NSE,EBGNG.NS,675.0,84.3,44.5,18.996,2.46,-2.1,36.18,4.41,6,False,010111110
DMART,Avenue Supermarts Limited,NSE,DMART.NS,4208.0,46.9,24.5,7.67,2.06,-14.98,198.11,2.43,7,True,011110111
DDEVPLSTIK,Ddev Plastiks Industries Limited,NSE,DDEVPLSTIK.NS,276.5,63.8,41.9,0.757,0.87,-23.19,4.35,4.12,7,True,110011111
COSMOFIRST,COSMO FIRST LIMITED,NSE,COSMOFIRST.NS,795.0,58.6,22.4,2.7,0.75,-34.57,9.81,3.77,8,True,111011111
DCXINDIA,DCX Systems Limited,NSE,DCXINDIA.NS,202.76,56.2,15.1,1.055,2.81,-31.91,26.29,4.21,6,True,110101101
DLF,DLF Limited,NSE,DLF.NS,656.25,67.2,22.0,3.331,1.36,-23.38,216.45,2.6,8,True,111011111
CREDITACC,CREDITACCESS GRAMEEN LIMITED,NSE,CREDITACC.NS,1524.2,69.6,27.8,14.494,0.87,-2.79,84.84,3.08,7,True,111011110
CORONA,CORONA Remedies Limited,NSE,CORONA.NS,1988.0,69.7,48.9,16.33,1.87,-5.36,8.88,3.87,7,False,110111101
COMSYN,Commercial Syn Bags Limited,NSE,COMSYN.NS,183.51,67.2,36.2,0.438,19.56,-8.2,2.83,5.46,8,True,110111111
COROMANDEL,Coromandel International Limited,NSE,COROMANDEL.NS,2004.7,56.4,19.7,3.688,2.36,-26.27,77.47,3.37,7,True,111110101
CONTROLPR,Control Print Limited,NSE,CONTROLPR.NS,709.7,72.8,19.0,6.578,34.87,-22.65,4.74,3.25,9,True,111111111
CONFIPET,Confidence Petroleum India Limited,NSE,CONFIPET.NS,77.57,66.7,28.3,0.144,1.93,-3.72,23.55,5.52,9,False,111111111
DBL,Dilip Buildcon Limited,NSE,DBL.NS,438.4,47.6,18.1,0.911,1.84,-25.06,5.73,3.07,7,True,011111101
DATAMATICS,Datamatics Global Services Limited,NSE,DATAMATICS.NS,824.95,60.0,14.9,0.567,2.24,-26.34,9.56,3.57,8,True,110111111
DCBBANK,DCB Bank Limited,NSE,DCBBANK.NS,189.03,60.9,15.0,0.574,1.15,-8.19,22.5,2.71,6,True,110001111
DATAPATTNS,Data Patterns (India) Limited,NSE,DATAPATTNS.NS,4677.9,59.3,19.7,-28.215,0.67,-5.61,507.33,4.17,6,False,101010111
CUB,City Union Bank Limited,NSE,CUB.NS,215.59,68.7,33.4,1.798,1.96,-11.31,64.06,3.07,8,True,110111111
BEML,BEML Limited,NSE,BEML.NS,1843.1,60.4,13.4,8.311,4.88,-22.11,51.62,3.17,7,True,110101111
CUPID,Cupid Limited,NSE,CUPID.NS,193.0,89.2,39.5,0.95,1.68,-1.03,262.12,3.01,6,False,010111110
DABUR,Dabur India Limited,NSE,DABUR.NS,448.3,62.2,13.9,3.156,3.91,-22.31,98.02,2.01,6,True,110111001
ALKEM,Alkem Laboratories Limited,NSE,ALKEM.NS,5513.0,60.1,31.5,24.177,2.48,-7.09,74.31,1.99,7,True,110101111
ALEMBICLTD,Alembic Limited,NSE,ALEMBICLTD.NS,93.25,60.6,22.5,0.316,0.87,-24.01,2.57,2.58,7,True,111011101
AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,AKUMS.NS,630.75,69.2,36.8,0.923,1.11,-1.89,17.29,3.17,6,False,110011110
AHCL,Anlon Healthcare Limited,NSE,AHCL.NS,15.99,61.1,48.7,-0.047,1.17,-7.44,8.19,4.4,6,False,100011111
AGARWALEYE,Dr. Agarwal's Health Care Limited,NSE,AGARWALEYE.NS,470.8,54.0,24.7,1.194,0.43,-17.11,3.77,2.69,7,True,011011111
ALIVUS,Alivus Life Sciences Limited,NSE,ALIVUS.NS,1168.8,70.1,25.7,11.098,2.51,-1.95,11.36,3.33,8,True,111111110
AJANTPHARM,Ajanta Pharma Limited,NSE,AJANTPHARM.NS,3295.7,60.4,30.4,21.761,6.59,-6.02,43.68,3.33,8,True,110111111
AIAENG,AIA Engineering Limited,NSE,AIAENG.NS,4807.0,59.2,43.7,7.011,2.16,-7.2,43.17,3.46,8,False,110111111
ANANDRATHI,Anand Rathi Wealth Limited,NSE,ANANDRATHI.NS,1981.8,74.0,31.1,14.606,3.72,-2.5,121.61,2.63,7,False,110111110
AHLUCONT,Ahluwalia Contracts (India) Limited,NSE,AHLUCONT.NS,845.55,54.6,20.3,1.86,1.16,-24.84,3.36,2.99,6,True,011011101
ANUP,The Anup Engineering Limited,NSE,ANUP.NS,2308.2,68.1,32.0,21.46,1.64,-21.89,10.69,3.73,8,True,110111111
ALLTIME,All Time Plastics Limited,NSE,ALLTIME.NS,251.74,60.5,19.4,0.747,1.49,-24.83,2.71,4.05,7,True,111010111
AMBIKCO,Ambika Cotton Mills Limited,NSE,AMBIKCO.NS,1751.0,62.0,41.4,4.9,1.28,-3.6,3.22,3.5,7,True,110011111
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Limited,NSE,AMIRCHAND.NS,146.31,66.0,34.6,2.435,4.39,-26.85,8.76,3.65,6,False,110111001
AMANTA,Amanta Healthcare Limited,NSE,AMANTA.NS,159.0,63.7,32.5,0.268,0.54,-5.3,3.92,5.43,6,False,110011101
AAVAS,Aavas Financiers Limited,NSE,AAVAS.NS,1511.7,68.3,19.3,8.235,1.39,-26.22,20.5,3.01,7,True,111010111
ABB,ABB India Limited,NSE,ABB.NS,6852.5,44.1,13.8,-28.835,2.39,-12.4,263.25,2.56,6,True,000111111
ABCAPITAL,Aditya Birla Capital Limited,NSE,ABCAPITAL.NS,393.15,63.2,27.5,1.399,2.7,-1.55,159.76,2.55,7,True,111110110
AARTIPHARM,Aarti Pharmalabs Limited,NSE,AARTIPHARM.NS,706.6,58.7,21.8,5.944,1.18,-27.23,17.36,3.43,6,True,111011001
ABDL,Allied Blenders and Distillers Limited,NSE,ABDL.NS,666.4,70.8,42.4,2.479,4.21,-4.36,21.44,3.04,8,False,110111111
AARTIDRUGS,Aarti Drugs Limited,NSE,AARTIDRUGS.NS,381.05,56.4,20.1,0.872,3.17,-32.44,5.63,2.73,7,True,111101101
AARTIIND,Aarti Industries Limited,NSE,AARTIIND.NS,480.5,55.2,15.8,0.08,0.67,-8.14,66.76,3.13,6,True,110010111
AADHARHFC,Aadhar Housing Finance Limited,NSE,AADHARHFC.NS,540.45,70.8,30.7,4.354,1.75,-1.34,23.53,3.01,7,True,110111110
AMAGI,Amagi Media Labs Limited,NSE,AMAGI.NS,545.1,68.2,56.3,5.025,9.23,-8.0,19.71,5.55,7,False,110111101
ABREL,Aditya Birla Real Estate Limited,NSE,ABREL.NS,1420.7,66.1,16.6,16.455,2.81,-41.66,33.42,3.43,6,True,110111100
ABSLAMC,Aditya Birla Sun Life AMC Limited,NSE,ABSLAMC.NS,1165.2,58.2,39.2,-1.131,3.17,-4.87,51.83,4.01,7,False,100111111
AEGISVOPAK,Aegis Vopak Terminals Limited,NSE,AEGISVOPAK.NS,234.87,62.5,26.6,0.046,0.73,-22.23,19.84,4.08,7,True,111010111
AEGISLOG,Aegis Logistics Limited,NSE,AEGISLOG.NS,1291.3,92.6,62.8,21.249,1.86,-1.05,263.6,4.15,6,False,010111110
3MINDIA,3M India Limited,NSE,3MINDIA.NS,33710.0,61.0,14.8,86.165,2.21,-11.36,15.49,2.56,8,True,110111111
AEROENTER,Aeroflex Enterprises Limited,NSE,AEROENTER.NS,137.89,67.8,46.3,0.779,1.64,-7.8,14.3,5.09,8,False,110111111
ADVANCE,Advance Agrolife Limited,NSE,ADVANCE.NS,109.05,58.8,24.3,0.987,2.07,-29.19,2.78,4.27,6,False,111110001
AEROFLEX,Aeroflex Industries Limited,NSE,AEROFLEX.NS,478.35,57.7,31.5,-4.39,0.68,-8.34,127.79,5.68,6,False,100011111
AETHER,Aether Industries Limited,NSE,AETHER.NS,1366.2,71.9,38.3,15.872,1.48,-1.89,46.01,3.78,6,False,110011110
ACMESOLAR,Acme Solar Holdings Limited,NSE,ACMESOLAR.NS,389.8,76.5,47.2,3.291,1.99,-1.63,73.39,3.77,6,False,010111110
ADOR,Ador Welding Limited,NSE,ADOR.NS,1277.2,69.6,32.9,3.751,0.91,-0.61,3.68,2.94,6,True,110011110
ADANIENSOL,Adani Energy Solutions Limited,NSE,ADANIENSOL.NS,1541.3,59.8,20.6,-5.299,2.33,-4.55,476.17,3.31,7,False,101110111
ACE,Action Construction Equipment Limited,NSE,ACE.NS,1005.6,63.9,33.4,2.927,1.34,-17.51,38.07,2.92,6,True,110010111
ADANIPORTS,Adani Ports and Special Economic Zone Limited,NSE,ADANIPORTS.NS,1868.7,62.5,15.0,-0.696,1.58,-0.69,461.38,2.09,6,True,100111110
ACUTAAS,Acutaas Chemicals Limited,NSE,ACUTAAS.NS,3662.1,75.6,48.6,32.211,4.45,-0.83,144.56,3.5,6,False,010111110
BALAMINES,Balaji Amines Limited,NSE,BALAMINES.NS,2209.2,62.0,28.5,-19.654,1.06,-3.44,89.39,5.04,7,False,101011111
ADFFOODS,ADF Foods Limited,NSE,ADFFOODS.NS,324.9,67.4,44.6,0.759,20.04,-6.36,18.08,4.92,8,False,110111111
BAJAJHCARE,Bajaj Healthcare Limited,NSE,BAJAJHCARE.NS,347.25,66.0,26.1,5.391,28.95,-37.16,17.66,4.15,7,True,111111100
BAJAJFINSV,Bajaj Finserv Limited,NSE,BAJAJFINSV.NS,1833.0,63.7,22.5,8.634,1.73,-16.49,179.88,2.1,7,True,111111001
BEL,Bharat Electronics Limited,NSE,BEL.NS,412.85,47.4,19.1,0.209,2.17,-12.8,515.54,2.04,6,True,011111001
BAJAJHFL,Bajaj Housing Finance Limited,NSE,BAJAJHFL.NS,88.65,61.1,29.8,0.187,0.8,-28.51,37.96,1.92,7,True,111011101
BAJAJHLDNG,Bajaj Holdings & Investment Limited,NSE,BAJAJHLDNG.NS,10844.0,62.1,20.7,27.319,2.0,-26.55,48.15,2.33,8,True,111111101
BAJFINANCE,Bajaj Finance Limited,NSE,BAJFINANCE.NS,1013.2,70.6,32.0,6.837,2.21,-8.1,836.67,2.3,8,True,110111111
AVALON,Avalon Technologies Limited,NSE,AVALON.NS,1800.8,70.6,28.9,-7.425,1.08,-2.82,83.59,4.15,6,False,101011110
AVL,Aditya Vision Limited,NSE,AVL.NS,639.5,64.7,31.3,3.98,4.79,-9.29,16.53,4.01,8,False,110111111
AVANTEL,Avantel Limited,NSE,AVANTEL.NS,178.8,59.6,16.1,0.235,1.59,-16.84,42.51,3.97,7,True,110101111
APLLTD,Alembic Pharmaceuticals Limited,NSE,APLLTD.NS,812.85,65.6,27.8,7.838,5.41,-22.2,13.03,2.98,9,True,111111111
AXISBANK,Axis Bank Limited,NSE,AXISBANK.NS,1363.4,58.6,21.6,-1.197,1.84,-3.87,888.88,1.8,7,True,101110111
BASF,BASF India Limited,NSE,BASF.NS,3610.2,54.3,22.5,19.443,0.79,-31.37,11.26,3.16,6,True,011011101
BDL,Bharat Dynamics Limited,NSE,BDL.NS,1377.4,60.6,24.3,9.814,1.39,-31.59,178.26,2.83,6,True,111010101
BANCOINDIA,Banco Products (I) Limited,NSE,BANCOINDIA.NS,677.75,59.0,16.9,-1.521,0.99,-22.97,15.26,3.16,6,True,100011111
BALRAMCHIN,Balrampur Chini Mills Limited,NSE,BALRAMCHIN.NS,561.6,58.8,23.1,0.745,1.24,-10.54,39.18,3.19,7,True,111010111
BANSALWIRE,Bansal Wire Industries Limited,NSE,BANSALWIRE.NS,348.55,68.4,23.4,4.713,7.52,-19.74,4.66,3.74,9,True,111111111
ARMANFIN,Arman Financial Services Limited,NSE,ARMANFIN.NS,1722.1,58.3,13.7,8.001,1.06,-9.68,8.51,3.94,6,True,110001111
ARKADE,Arkade Developers Limited,NSE,ARKADE.NS,124.72,66.1,22.0,0.918,1.42,-41.64,3.56,2.8,6,True,111011100
AUTOIND,Autoline Industries Limited,NSE,AUTOIND.NS,84.6,58.4,14.0,0.347,1.06,-9.17,2.39,5.01,7,True,110011111
ARSSBL,Anand Rathi Share and Stock Brokers Limited,NSE,ARSSBL.NS,560.9,57.0,17.2,1.949,1.29,-29.43,17.65,2.93,6,False,110011101
ARVIND,Arvind Limited,NSE,ARVIND.NS,558.6,65.4,49.7,2.879,4.62,-6.9,57.76,3.88,8,False,110111111
ASALCBR,Associated Alcohols & Breweries Ltd.,NSE,ASALCBR.NS,867.75,58.0,16.3,5.319,1.9,-32.05,2.48,2.98,6,True,110101101
APTUS,Aptus Value Housing Finance India Limited,NSE,APTUS.NS,293.6,72.2,23.4,2.32,2.29,-19.34,39.81,2.97,9,True,111111111
APOLLOTYRE,Apollo Tyres Limited,NSE,APOLLOTYRE.NS,453.0,69.8,24.5,2.785,1.91,-16.19,59.76,2.63,9,True,111111111
APOLLO,Apollo Micro Systems Limited,NSE,APOLLO.NS,432.55,60.0,29.4,-2.561,1.11,-3.21,874.11,4.72,7,False,101011111
ARROWGREEN,Arrow Greentech Limited,NSE,ARROWGREEN.NS,625.8,66.0,33.4,1.88,0.44,-23.49,5.13,4.72,7,True,110011111
APOLLOHOSP,Apollo Hospitals Enterprise Limited,NSE,APOLLOHOSP.NS,8694.0,68.8,20.9,4.532,1.24,-0.87,324.8,1.54,7,True,111011110
