symbol,name,exchange,yahoo_ticker,series_or_group,isin,bse_sector,bse_mktcap_cr,isin_norm
540204,Eiko Lifesciences Ltd,BSE,540204.BO,X,INE666Q01016,None,76.18,INE666Q01016
540132,Sabrimala Industries India Ltd,BSE,540132.BO,X,INE400R01018,None,12.19,INE400R01018
540144,DRA Consultants Ltd,BSE,540144.BO,M,INE746V01016,None,21.28,INE746V01016
540143,Sagarsoft (India) Ltd,BSE,540143.BO,X,INE184B01012,None,43.78,INE184B01012
540135,ARC Finance Ltd,BSE,540135.BO,X,INE202R01026,None,47.93,INE202R01026
540097,Gamco Ltd,BSE,540097.BO,X,INE890S01026,None,234.28,INE890S01026
540082,Riddhi Steel and Tube Ltd,BSE,540082.BO,MT,INE367U01013,None,329.54,INE367U01013
540146,Aditya Consumer Marketing Ltd,BSE,540146.BO,M,INE427V01013,None,50.47,INE427V01013
540147,Shashijit Infraprojects Ltd,BSE,540147.BO,X,INE700V01021,None,18.75,INE700V01021
540148,Bindal Exports Ltd,BSE,540148.BO,MT,INE564V01013,None,12.24,INE564V01013
540150,Mewar Hi-Tech Engineering Ltd,BSE,540150.BO,MT,INE957U01011,None,24.36,INE957U01011
540151,Diksat Transworld Ltd,BSE,540151.BO,MT,INE942P01013,None,219.46,INE942P01013
540154,Bandhan S&P BSE SENSEX ETF,BSE,540154.BO,A,INF194KA1T91,None,,INF194KA1T91
540159,Purple Agrotech Industries Ltd,BSE,540159.BO,X,INE905R01016,None,5.46,INE905R01016
540168,Supra Pacific Financial Services Ltd,BSE,540168.BO,X,INE268T01015,None,156.17,INE268T01015
540174,Southern Infoconsultants Ltd,BSE,540174.BO,X,INE298B01010,None,11.14,INE298B01010
540175,Regency Fincorp Ltd,BSE,540175.BO,X,INE964R01013,None,270.18,INE964R01013
540181,Salem Erode Investments Ltd,BSE,540181.BO,X,INE894E01028,None,41.26,INE894E01028
540198,Osiajee Texfab Ltd,BSE,540198.BO,X,INE186R01013,None,216.0,INE186R01013
540199,Corporate Merchant Bankers Ltd,BSE,540199.BO,X,INE850R01014,None,330.08,INE850R01014
539521,Navigant Corporate Advisors Ltd,BSE,539521.BO,MT,INE364T01012,None,25.47,INE364T01012
540079,Sprayking Ltd,BSE,540079.BO,B,INE537U01037,None,25.15,INE537U01037
539980,ICICI Prudential BSE Midcap Select ETF,BSE,539980.BO,B,INF109KC10W0,None,,INF109KC10W0
539895,Spice Lounge Food Works Ltd,BSE,539895.BO,B,INE631E01024,None,1675.19,INE631E01024
539900,Dalmia Industrial Development Ltd,BSE,539900.BO,X,INE642P01019,None,23.55,INE642P01019
539911,Svarnim Trade Udyog Ltd,BSE,539911.BO,X,INE730R01042,None,22.49,INE730R01042
539927,Likhami Consulting Ltd,BSE,539927.BO,X,INE920T01011,None,323.38,INE920T01011
539938,Medico Intercontinental Ltd,BSE,539938.BO,X,INE858Q01019,None,25.13,INE858Q01019
539939,Yash Chemex Ltd,BSE,539939.BO,X,INE571U01010,None,49.83,INE571U01010
539945,ICICI Prudential Nifty50 Value 20 ETF,BSE,539945.BO,B,INF109KC11V0,None,,INF109KC11V0
539946,Bazel International Ltd,BSE,539946.BO,X,INE217E01014,None,19.18,INE217E01014
539985,Titaanium Ten Enterprise Ltd,BSE,539985.BO,M,INE120V01014,None,18.13,INE120V01014
540072,Shiva Granito Export Ltd,BSE,540072.BO,MT,INE191V01015,None,17.84,INE191V01015
539991,Confidence Futuristic Energetech Ltd,BSE,539991.BO,X,INE700F01024,None,99.3,INE700F01024
540008,Aditya Birla Sun Life BSE Sensex ETF,BSE,540008.BO,A,INF209KB10E8,None,,INF209KB10E8
540023,Colorchips New Media Ltd,BSE,540023.BO,X,INE621I01042,None,21.59,INE621I01042
540026,Ladam Affordable Housing Ltd,BSE,540026.BO,X,INE213U01019,None,13.23,INE213U01019
540062,Golden Crest Education & Services Ltd,BSE,540062.BO,X,INE222U01010,None,186.01,INE222U01010
540980,The Yamuna Syndicate Ltd,BSE,540980.BO,X,INE868X01014,None,872.61,INE868X01014
542747,Nippon India ETF S&P BSE Sensex Next 50,BSE,542747.BO,A,INF204KB15D0,None,,INF204KB15D0
541006,Angel Fibers Ltd,BSE,541006.BO,M,INE339Z01011,None,30.0,INE339Z01011
543144,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543144.BO,B,INF204KB11T5,None,,INF204KB11T5
543150,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),BSE,543150.BO,B,INF204KB16S6,None,,INF204KB16S6
543149,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),BSE,543149.BO,B,INF204KB15S8,None,,INF204KB15S8
543148,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543148.BO,B,INF204KB14S1,None,,INF204KB14S1
543147,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543147.BO,B,INF204KB13S3,None,,INF204KB13S3
543146,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543146.BO,B,INF204KB12T3,None,,INF204KB12T3
543145,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,543145.BO,B,INF204KB12S5,None,,INF204KB12S5
543180,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,543180.BO,B,INF204KB17T2,None,,INF204KB17T2
543065,SM Auto Stamping Ltd,BSE,543065.BO,MT,INE0C4I01011,None,33.64,INE0C4I01011
542938,Octavius Plantations Ltd,BSE,542938.BO,X,INE117S01016,None,15.06,INE117S01016
542934,Chandra Bhagat Pharma Ltd,BSE,542934.BO,M,INE07QQ01016,None,33.19,INE07QQ01016
542923,Tranway21 Technologies Ltd,BSE,542923.BO,MS,INE0BIW01023,None,4.24,INE0BIW01023
543151,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),BSE,543151.BO,B,INF204KB17R6,None,,INF204KB17R6
543152,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543152.BO,B,INF204KB17S4,None,,INF204KB17S4
543153,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),BSE,543153.BO,B,INF204KB18R4,None,,INF204KB18R4
543154,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543154.BO,B,INF204KB18S2,None,,INF204KB18S2
543155,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543155.BO,B,INF204KB19R2,None,,INF204KB19R2
543156,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,543156.BO,B,INF204KB19S0,None,,INF204KB19S0
543168,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,543168.BO,B,INF204KB10S9,None,,INF204KB10S9
543169,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,543169.BO,B,INF204KB10T7,None,,INF204KB10T7
543170,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,543170.BO,B,INF204KB11S7,None,,INF204KB11S7
543171,RO Jewels Ltd,BSE,543171.BO,B,INE0BDU01028,None,8.37,INE0BDU01028
543172,Cospower Engineering Ltd,BSE,543172.BO,MT,INE0CQB01010,None,330.85,INE0CQB01010
543173,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,543173.BO,B,INF204KB14U7,None,,INF204KB14U7
543174,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,BSE,543174.BO,B,INF204KB10U5,None,,INF204KB10U5
543175,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,543175.BO,B,INF204KB15U4,None,,INF204KB15U4
543176,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,BSE,543176.BO,B,INF204KB16U2,None,,INF204KB16U2
543177,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,543177.BO,B,INF204KB11U3,None,,INF204KB11U3
543178,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,543178.BO,B,INF204KB12U1,None,,INF204KB12U1
542922,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),BSE,542922.BO,B,INF769K01FN2,None,,INF769K01FN2
542921,ICICI Prudential Nifty Midcap 150 ETF,BSE,542921.BO,B,INF109KC11W8,None,,INF109KC11W8
542802,Galactico Corporate Services Ltd,BSE,542802.BO,B,INE906Y01028,None,36.11,INE906Y01028
542728,SK International Export Ltd,BSE,542728.BO,MT,INE04ST01013,None,24.03,INE04ST01013
542730,ICICI Prudential Nifty Bank ETF,BSE,542730.BO,B,INF109KC15I8,None,,INF109KC15I8
542758,ICICI Prudential Nifty Private Bank ETF,BSE,542758.BO,B,INF109KC18U7,None,,INF109KC18U7
542765,Transpact Enterprises Ltd,BSE,542765.BO,TS,INE06YD01010,None,7.75,INE06YD01010
542770,Alphalogic Techsys Ltd,BSE,542770.BO,T,INE08E401029,None,378.57,INE08E401029
542771,Novateor Research Laboratories Ltd,BSE,542771.BO,MT,INE08JY01013,None,19.88,INE08JY01013
542801,Misquita Engineering Ltd,BSE,542801.BO,M,INE957W01025,None,42.19,INE957W01025
542803,Vaxfab Enterprises Ltd,BSE,542803.BO,X,INE560T01015,None,49.76,INE560T01015
542850,Goblin India Ltd,BSE,542850.BO,MT,INE492Z01018,None,12.51,INE492Z01018
542862,Shahlon Silk Industries Ltd,BSE,542862.BO,X,INE052001026,None,197.89,INE052001026
542863,Aditya Birla Sun Life Nifty Bank ETF,BSE,542863.BO,B,INF209KB17D5,None,,INF209KB17D5
542865,Anuroop Packaging Ltd,BSE,542865.BO,B,INE490Z01012,None,15.39,INE490Z01012
542910,Valencia Nutrition Ltd,BSE,542910.BO,MS,INE08RT01016,None,106.26,INE08RT01016
542911,Assam Entrade Ltd,BSE,542911.BO,X,INE165G01010,None,90.85,INE165G01010
543179,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,BSE,543179.BO,B,INF204KB16T4,None,,INF204KB16T4
543181,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,BSE,543181.BO,B,INF204KB13T1,None,,INF204KB13T1
543247,Net Pix Shorts Digital Media Ltd,BSE,543247.BO,TS,INE0D5F01013,None,10.75,INE0D5F01013
543246,Mirae Asset Nifty 100 ESG Sector Leaders ETF,BSE,543246.BO,B,INF769K01GS9,None,,INF769K01GS9
543182,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,543182.BO,B,INF204KB18T0,None,,INF204KB18T0
543244,Shine Fashions (India) Ltd,BSE,543244.BO,MT,INE0BLY01023,None,59.38,INE0BLY01023
543241,Veer Global Infraconstruction Ltd,BSE,543241.BO,T,INE244W01010,None,229.03,INE244W01010
543255,Nippon India ETF Nifty Infrastructure BeES,BSE,543255.BO,B,INF732E01268,None,,INF732E01268
543256,Rita Finance and Leasing Ltd,BSE,543256.BO,X,INE018S01016,None,16.75,INE018S01016
543262,MRP Agro Ltd,BSE,543262.BO,M,INE0D7801012,None,99.97,INE0D7801012
539518,Uday Jewellery Industries Ltd,BSE,539518.BO,X,INE551B01012,None,371.5,INE551B01012
543239,G M Polyplast Ltd,BSE,543239.BO,M,INE0E2801015,None,91.98,INE0E2801015
543183,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,BSE,543183.BO,B,INF204KB19T8,None,,INF204KB19T8
543184,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,543184.BO,B,INF204KB14T9,None,,INF204KB14T9
543185,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,543185.BO,B,INF204KB15T6,None,,INF204KB15T6
543186,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,BSE,543186.BO,B,INF204KB13U9,None,,INF204KB13U9
543194,Nirmitee Robotics India Ltd,BSE,543194.BO,MS,INE0CPQ01010,None,41.41,INE0CPQ01010
543208,Regis Industries Ltd,BSE,543208.BO,X,INE745R01024,None,58.59,INE745R01024
543209,Billwin Industries Ltd,BSE,543209.BO,M,INE0CRS01012,None,10.41,INE0CRS01012
543219,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,BSE,543219.BO,B,INF109KC17V7,None,,INF109KC17V7
543221,ICICI Prudential Nifty IT ETF,BSE,543221.BO,B,INF109KC16I6,None,,INF109KC16I6
543224,HDFC Nifty Banking ETF,BSE,543224.BO,B,INF179KC1HY0,None,,INF179KC1HY0
543226,UTI NIFTY BANK ETF,BSE,543226.BO,B,INF789F1AUV1,None,,INF789F1AUV1
543229,Samrat Forgings Ltd,BSE,543229.BO,X,INE412J01010,None,133.5,INE412J01010
542727,City Pulse Multiventures Ltd,BSE,542727.BO,M,INE056001014,None,2277.78,INE056001014
541701,Supershakti Metaliks Ltd,BSE,541701.BO,M,INE00SY01011,None,276.61,INE00SY01011
541634,Raw Edge Industrial Solutions Ltd,BSE,541634.BO,B,INE960Z01014,None,22.02,INE960Z01014
541627,Gujarat Winding Systems Ltd,BSE,541627.BO,X,INE173V01013,None,3.55,INE173V01013
541601,Rajnish Wellness Ltd,BSE,541601.BO,B,INE685Z01033,None,44.68,INE685Z01033
542721,Anand Rayons Ltd,BSE,542721.BO,B,INE02GA01012,None,91.93,INE02GA01012
541503,Unick Fix-A-Form And Printers Ltd,BSE,541503.BO,X,INE250G01010,None,27.97,INE250G01010
541445,Waa Solar Ltd,BSE,541445.BO,M,INE799N01012,None,69.65,INE799N01012
541444,Palm Jewels Ltd,BSE,541444.BO,B,INE838Z01012,None,16.05,INE838Z01012
541702,Ashnisha Industries Ltd,BSE,541702.BO,X,INE694W01024,None,89.35,INE694W01024
541703,Raconteur Global Resources Ltd,BSE,541703.BO,M,INE00WY01013,None,14.55,INE00WY01013
541735,Vivanta Industries Ltd,BSE,541735.BO,X,INE299W01022,None,23.19,INE299W01022
541741,Fratelli Vineyards Ltd,BSE,541741.BO,X,INE401Z01019,None,429.12,INE401Z01019
541778,Deep Polymers Ltd,BSE,541778.BO,B,INE00IY01012,None,94.18,INE00IY01012
541799,Sungold Media and Entertainment Ltd,BSE,541799.BO,MT,INE266S01011,None,12.58,INE266S01011
541809,ICICI Prudential Nifty Next 50 ETF,BSE,541809.BO,B,INF109KC1NS5,None,,INF109KC1NS5
541865,Add-Shop ERetail Ltd,BSE,541865.BO,B,INE01B501018,None,19.9,INE01B501018
541890,Space Incubatrics Technologies Ltd,BSE,541890.BO,X,INE797Z01028,None,7.27,INE797Z01028
541945,Ranjeet Mechatronics Ltd,BSE,541945.BO,M,INE01A501027,None,25.2,INE01A501027
541972,SBI - ETF - SENSEX NEXT 50,BSE,541972.BO,A,INF200KA1VQ2,None,,INF200KA1VQ2
541973,Mac Hotels Ltd,BSE,541973.BO,M,INE004Z01011,None,48.43,INE004Z01011
541228,Taylormade Renewables Ltd,BSE,541228.BO,B,INE459Z01017,None,111.28,INE459Z01017
541083,Inflame Appliances Ltd,BSE,541083.BO,M,INE464Z01017,None,182.86,INE464Z01017
541096,Bharat Parenterals Ltd,BSE,541096.BO,X,INE365Y01019,None,913.36,INE365Y01019
541112,Shreeshay Engineers Ltd,BSE,541112.BO,M,INE452Z01012,None,36.97,INE452Z01012
541144,Active Clothing Co Ltd,BSE,541144.BO,B,INE380Z01015,None,205.15,INE380Z01015
541178,Benara Bearings and Pistons Ltd,BSE,541178.BO,MT,INE495Z01011,None,18.5,INE495Z01011
541196,Lex Nimble Solutions Ltd,BSE,541196.BO,MT,INE860Y01019,None,34.84,INE860Y01019
541358,Unifinz Capital India Ltd,BSE,541358.BO,X,INE926R01012,None,326.74,INE926R01012
541299,Dr Lalchandani Labs Ltd,BSE,541299.BO,M,INE871Z01013,None,7.92,INE871Z01013
541313,ICICI Prudential BSE 500 ETF,BSE,541313.BO,A,INF109KC1V59,None,,INF109KC1V59
541337,Milestone Furniture Ltd,BSE,541337.BO,MT,INE424Z01011,None,23.1,INE424Z01011
541338,U. H. Zaveri Ltd,BSE,541338.BO,B,INE556Z01010,None,39.6,INE556Z01010
541347,Parvati Sweetners and Power Ltd,BSE,541347.BO,X,INE295Z01015,None,104.25,INE295Z01015
541353,Innovators Facade Systems Ltd,BSE,541353.BO,M,INE870Z01015,None,263.49,INE870Z01015
541983,Innovative Ideals and Services (India) Ltd,BSE,541983.BO,MT,INE492Y01011,None,29.92,INE492Y01011
542477,Glaam Up Jwel Ltd,BSE,542477.BO,MT,INE03CM01014,None,16.48,INE03CM01014
542503,Mahip Industries Ltd,BSE,542503.BO,MT,INE00CX01017,None,42.56,INE00CX01017
542513,UTI BSE Sensex Next 50 ETF,BSE,542513.BO,A,INF789F1AUU3,None,,INF789F1AUU3
542524,Ambassador Intra Holdings Ltd,BSE,542524.BO,X,INE342U01016,None,8.16,INE342U01016
542579,Ashapuri Gold Ornament Ltd,BSE,542579.BO,B,INE05FR01029,None,135.99,INE05FR01029
542592,Humming Bird Education Ltd,BSE,542592.BO,MT,INE02PC01027,None,14.12,INE02PC01027
542599,Roopshri Resorts Ltd,BSE,542599.BO,MT,INE03WT01017,None,49.23,INE03WT01017
542627,Chandni Machines Ltd,BSE,542627.BO,X,INE01GZ01011,None,22.54,INE01GZ01011
542628,Northern Spirits Ltd,BSE,542628.BO,B,INE01BL01012,None,201.28,INE01BL01012
542446,Jonjua Overseas Ltd,BSE,542446.BO,MT,INE793Z01027,None,9.57,INE793Z01027
542654,V R Films & Studios Ltd,BSE,542654.BO,B,INE06LG01010,None,15.53,INE06LG01010
542666,G. K. P. Printing & Packaging Ltd,BSE,542666.BO,B,INE05QJ01015,None,13.51,INE05QJ01015
542668,Evans Electric Ltd,BSE,542668.BO,M,INE06TD01010,None,34.94,INE06TD01010
542669,BMW Industries Ltd,BSE,542669.BO,B,INE374E01021,None,1424.8,INE374E01021
542678,Cian Healthcare Ltd,BSE,542678.BO,MT,INE05BN01027,None,20.65,INE05BN01027
542679,Dhanashree Electronics Ltd,BSE,542679.BO,X,INE413F01016,None,264.36,INE413F01016
542682,Harish Textile Engineers Ltd,BSE,542682.BO,X,INE01K301012,None,22.04,INE01K301012
542694,Parshva Enterprises Ltd,BSE,542694.BO,B,INE05MV01019,None,175.16,INE05MV01019
542459,Kranti Industries Ltd,BSE,542459.BO,B,INE911T01010,None,77.83,INE911T01010
542155,Diksha Greens Ltd,BSE,542155.BO,MT,INE01GR01018,None,1.11,INE01GR01018
542012,A-1 Ltd,BSE,542012.BO,B,INE911Z01025,None,373.98,INE911Z01025
542013,Dolfin Rubbers Ltd,BSE,542013.BO,B,INE666Y01010,None,169.15,INE666Y01010
542019,Shubham Polyspin Ltd,BSE,542019.BO,X,INE01J501010,None,54.27,INE01J501010
542025,Sun Retail Ltd,BSE,542025.BO,M,INE206Z01020,None,5.12,INE206Z01020
542034,S. M. Gold Ltd,BSE,542034.BO,B,INE00Q901014,None,16.15,INE00Q901014
542046,Vivid Mercantile Ltd,BSE,542046.BO,B,INE647Z01025,None,71.98,INE647Z01025
542123,The Phosphate Company Ltd,BSE,542123.BO,X,INE398C01016,None,52.29,INE398C01016
542131,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),BSE,542131.BO,B,INF769K01EG9,None,,INF769K01EG9
542145,Roni Households Ltd,BSE,542145.BO,M,INE02AP01013,None,48.27,INE02AP01013
542146,Shree Krishna Infrastructure Ltd,BSE,542146.BO,MT,INE951Z01013,None,12.65,INE951Z01013
542176,Aryan Share and Stock Brokers Ltd,BSE,542176.BO,X,INE016X01010,None,6.28,INE016X01010
542206,Nivaka Fashions Ltd,BSE,542206.BO,X,INE139E01028,None,7.6,INE139E01028
542230,Aditya Birla Sun Life Nifty Next 50 ETF,BSE,542230.BO,B,INF209KB16D7,None,,INF209KB16D7
542248,Deccan Health Care Ltd,BSE,542248.BO,B,INE452W01019,None,27.99,INE452W01019
539519,Sattva Sukun Lifecare Ltd,BSE,539519.BO,X,INE280E01038,None,29.15,INE280E01038
539517,HDFC BSE SENSEX ETF,BSE,539517.BO,A,INF179KC1HX2,None,,INF179KC1HX2
533289,Kesar Terminals & Infrastructure Ltd,BSE,533289.BO,X,INE096L01025,None,69.93,INE096L01025
533285,RDB Infrastructure And Power Ltd,BSE,533285.BO,X,INE245L01028,None,498.98,INE245L01028
533427,VMS Industries Ltd,BSE,533427.BO,X,INE932K01015,None,51.57,INE932K01015
533477,Enkei Wheels (India) Ltd,BSE,533477.BO,X,INE130L01014,None,716.75,INE130L01014
533212,GKB Ophthalmics Ltd,BSE,533212.BO,X,INE265D01015,None,31.71,INE265D01015
533268,Sea TV Network Ltd,BSE,533268.BO,X,INE351L01016,None,3.99,INE351L01016
534659,Jointeca Education Solutions Ltd,BSE,534659.BO,MT,INE131N01018,None,5.51,INE131N01018
534639,Vinayak Polycon International Ltd,BSE,534639.BO,X,INE581M01016,None,6.88,INE581M01016
534612,Advance Metering Technology Ltd,BSE,534612.BO,X,INE436N01029,None,29.5,INE436N01029
534535,String Metaverse Ltd,BSE,534535.BO,T,INE958L01034,None,1242.33,INE958L01034
534708,Shanti Guru Industries Ltd,BSE,534708.BO,M,INE892L01019,None,10.73,INE892L01019
534733,Aerpace Industries Ltd,BSE,534733.BO,X,INE175N01023,None,343.26,INE175N01023
534741,Virtual Global Education Ltd,BSE,534741.BO,X,INE247C01023,None,30.57,INE247C01023
535204,Mukta Agriculture Ltd,BSE,535204.BO,X,INE160O01031,None,5.75,INE160O01031
535205,Mystic Electronics Ltd,BSE,535205.BO,X,INE159O01033,None,50.31,INE159O01033
535267,Comfort Fincap Ltd,BSE,535267.BO,X,INE274M01026,None,63.81,INE274M01026
535276,SBI Mutual Fund - SBI Sensex ETF,BSE,535276.BO,A,INF200K01VT2,None,,INF200K01VT2
535279,Bothra Metals & Alloys Ltd,BSE,535279.BO,M,INE583M01012,None,13.52,INE583M01012
535387,Lakhotia Polyesters (India) Ltd,BSE,535387.BO,X,INE191O01010,None,57.78,INE191O01010
535431,GCM Securities Ltd,BSE,535431.BO,B,INE168O01026,None,12.35,INE168O01026
534422,Looks Health Services Ltd,BSE,534422.BO,X,INE204N01013,None,9.5,INE204N01013
533602,Lesha Industries Ltd,BSE,533602.BO,X,INE050L01048,None,24.13,INE050L01048
533608,RDB Rasayans Ltd,BSE,533608.BO,X,INE123M01017,None,259.52,INE123M01017
534338,Max heights Infrastucture Ltd,BSE,534338.BO,X,INE393F01010,None,17.15,INE393F01010
533896,Fervent Synergies Ltd,BSE,533896.BO,X,INE258M01011,None,79.9,INE258M01011
534060,PMC Fincorp Ltd,BSE,534060.BO,X,INE793G01035,None,138.86,INE793G01035
534063,Futuristic Solutions Ltd,BSE,534063.BO,X,INE241F01011,None,54.46,INE241F01011
534064,Alliance Integrated Metaliks Ltd,BSE,534064.BO,X,INE123D01024,None,65.96,INE123D01024
534109,Pyxis Finvest Ltd,BSE,534109.BO,MT,INE883L01018,None,11.23,INE883L01018
534190,Olympic Cards Ltd,BSE,534190.BO,X,INE550L01013,None,5.35,INE550L01013
533167,Coromandel Engineering Company Ltd,BSE,533167.BO,X,INE312J01012,None,192.66,INE312J01012
539516,HDFC NIFTY 50 ETF,BSE,539516.BO,B,INF179KC1965,None,,INF179KC1965
532893,VTM Ltd,BSE,532893.BO,X,INE222F01029,None,594.06,INE222F01029
532918,Rathi Bars Ltd,BSE,532918.BO,X,INE575I01016,None,33.98,INE575I01016
532933,Porwal Auto Components Ltd,BSE,532933.BO,X,INE386I01018,None,75.35,INE386I01018
532829,Lehar Footwears Ltd,BSE,532829.BO,X,INE976H01018,None,480.33,INE976H01018
532855,Haryana Capfin Ltd,BSE,532855.BO,X,INE928H01019,None,73.31,INE928H01019
533100,Premier Energy and Infrastructure Ltd,BSE,533100.BO,X,INE429K01012,None,28.04,INE429K01012
533110,Shree Precoated Steels Ltd,BSE,533110.BO,X,INE318K01025,None,5.69,INE318K01025
533101,Suryaamba Spinning Mills Ltd,BSE,533101.BO,X,INE360J01011,None,35.18,INE360J01011
533149,Yunik Managing Advisors Ltd,BSE,533149.BO,X,INE143K01019,None,9.64,INE143K01019
533056,VEDAVAAG Systems Ltd,BSE,533056.BO,X,INE359B01010,None,46.53,INE359B01010
532957,Gokak Textiles Ltd,BSE,532957.BO,X,INE642I01014,None,39.0,INE642I01014
532985,Kotak S&P BSE Sensex ETF,BSE,532985.BO,A,INF174KA1JD7,None,17.59,INF174KA1JD7
532992,CHL Ltd,BSE,532992.BO,X,INE790D01020,None,159.03,INE790D01020
533019,Simplex Papers Ltd,BSE,533019.BO,X,INE456H01029,None,3.81,INE456H01029
535514,Prime Capital Market Ltd,BSE,535514.BO,X,INE748D01010,None,5.94,INE748D01010
535566,KIFS Financial Services Ltd,BSE,535566.BO,X,INE902D01013,None,128.9,INE902D01013
539119,Jain Marmo Industries Ltd,BSE,539119.BO,X,INE780Q01015,None,6.9,INE780Q01015
539132,Wardwizard Foods and Beverages Ltd,BSE,539132.BO,X,INE761D01021,None,285.43,INE761D01021
539124,Sarvottam Finvest Ltd,BSE,539124.BO,X,INE822Q01015,None,15.71,INE822Q01015
539123,V B Industries Ltd,BSE,539123.BO,X,INE334E01017,None,9.06,INE334E01017
539122,Bodhtree Consulting Ltd,BSE,539122.BO,X,INE104F01029,None,36.65,INE104F01029
539121,Palco Metals Ltd,BSE,539121.BO,X,INE239L01013,None,54.48,INE239L01013
539220,Mishka Exim Ltd,BSE,539220.BO,X,INE540S01019,None,60.69,INE540S01019
539117,Sujala Trading & Holdings Ltd,BSE,539117.BO,X,INE029H01016,None,9.03,INE029H01016
